path	role	compile_obligation	bytes	sha256
tests/basic_c_incrementing_assignment_condition.c	subject	supported-object-zero-fallback	3231	0de34dd64965bf5f64fb78a274450ed82439617df5834230ce04e004242e7f65
tests/basic_c_indirect_call_targets.c	subject	supported-object-zero-fallback	2369	14f1c99b4aceb4ab58bfb2cd4f0b7e6a9b908573b11a59469e5bad2339c6737a
tests/basic_c_infinite_loop.c	subject	supported-object-zero-fallback	1013	8579511361ce088706f70cbd7a634e9f4f499e4a810bab0c02673be76e407f73
tests/basic_c_inline_aggregate_sizeof.c	subject	supported-object-zero-fallback	3074	d1af58e3e7fd7c0923cd5d02326df0b89d36568965af69ea626cc0edfd68320d
tests/basic_c_inline_asm.c	subject	supported-object-zero-fallback	1296	ddc6a7362c7287b1fa6998f77f6966618cb6ede9ae39fc3c0e3662c1d029496e
tests/basic_c_inline_asm_symbol.c	subject	supported-object-zero-fallback	5534	378353d40346734b7ffad37d1ee327c4ce9ca26c69c9c3af1ef0479dd2647dc9
tests/basic_c_inline_hints.c	subject	supported-object-zero-fallback	735	43f132386e516fd58ed78caa34bf4a3e989ae60f573301c93d45857d56c4de74
tests/basic_c_int128.c	subject	supported-object-zero-fallback	4229	8e5535b31cca8ea36b5124e4a5b35cb6da62d7f1736434a926467b9bc7f1135d
tests/basic_c_int128_aggregate_constants.c	subject	supported-object-zero-fallback	1709	6cbd17ccc97e1e0a41a85469fc814866cc4c4244e7a82cbe091e8a304c4860c0
tests/basic_c_integer_literals.c	subject	supported-object-zero-fallback	1412	10dd068debfd8210f51572216202fe99a5da65fd0514c2ba5331039e93547c36
tests/basic_c_integer_to_pointer.c	subject	supported-object-zero-fallback	3586	8d403c19f55c7a28358fd72c6129a7174c0d9b1a52861f12afb0d0d596aab220
tests/basic_c_invalid_asm_goto.c	negative-diagnostic-fixture	registered-rejection-control	95	8e8a55bd04cd2ed2e61a3b0c8d2bb79fe1d9cbfae7c8d40d0da6d873575f8d54
tests/basic_c_invalid_bit_field_width.c	negative-diagnostic-fixture	registered-rejection-control	1254	5ba171dd3c366b2ffe255da773d277c95a1ce11cd7959738d73e4ae4d375a200
tests/basic_c_invalid_labels.c	negative-diagnostic-fixture	registered-rejection-control	368	3cf0f622279af8d48cf2edb60317118ca9ac9bb7d0af50770dc41332dbfa55c0
tests/basic_c_ir_validation_values.c	subject	supported-object-zero-fallback	3124	9ed89c0ff3750cb6c9bc66a894fc617c15cde5732c857e5b9cccf55ddf233080
tests/basic_c_labels.c	subject	supported-object-zero-fallback	5570	e6e2c4f7a4c30ca7d5329ad503e88efd8954d36e32af3e1826baced1247abca2
tests/basic_c_large_frame.c	subject	supported-object-zero-fallback	1145	60c6c477f2fc4481803c46d412feea20dc3e5fd5733ed97bc7ef8c1dbfbb4911
tests/basic_c_lazy_operand_argument.c	subject	supported-object-zero-fallback	4781	d048f92b671c236eff381d7f36afc76370fcf68171b3f459b366f8df76c8359f
tests/basic_c_llvm_abi_unsupported.c	subject	supported-object-zero-fallback	1090	cada4f61278e9b3e829702b32b9ddb25d63fc087190f45acbd0ba2ff075cd9d2
tests/basic_c_llvm_aggregate_abi_callee.c	subject	supported-object-zero-fallback	1969	549de4869ad8fe028d19ab37011b11cad196726976d443503296f2941d02b557
tests/basic_c_llvm_aggregate_abi_caller.c	subject	supported-object-zero-fallback	5772	b28c64ce6edcf5a41d80f753478ebf3c522201a23c41e06cfad83abc5dba74e8
tests/basic_c_llvm_aggregate_abi_shapes.h	support-file	dependency-only	2506	17c0a05254033dc5687d94fe7e7752c0490da6e3bbd8b6d5a1a5bab0b0352ad2
tests/basic_c_llvm_integer_boundary_check.c	subject	supported-object-zero-fallback	2260	0869f9842b980dec738037b8e803edeeaa06948defd018c9a1d622a3e5716e24
tests/basic_c_llvm_integer_boundary_values.c	subject	supported-object-zero-fallback	1540	583a6418677d7a9a46f2456fc0538efb30771235e86e2b90d47695b3896863ac
tests/basic_c_llvm_integer_constants.c	subject	supported-object-zero-fallback	781	a1c4f72a826f16df368350bb5c2c52aa1d6695cf071c1337e5c5ea8092121c42
tests/basic_c_llvm_layout.c	subject	supported-object-zero-fallback	1330	df29c9376e8c58c8658a035f16d33ed3421c928663553bff6829774857d10177
tests/basic_c_llvm_scalars.c	subject	supported-object-zero-fallback	655	98fef1e88ea0ae53beb7167f3d75f0dafc3b5872d335b0e4a4f717208dbdbd69
tests/basic_c_llvm_switch.c	subject	supported-object-zero-fallback	1850	9039c4556b4175c3a7cd5681f8b2d7dac73a4b3f1bde27078dd683f968565cb5
tests/basic_c_llvm_switch_main.c	subject	supported-object-zero-fallback	1769	bff2d310bb174335a265eb80265b6bc94a81688d6be102fba0db9c80b4d1507d
tests/basic_c_llvm_uefi_varargs.c	subject	supported-object-zero-fallback	278	204b65ac53b6d66be992b76e6afbc42fb7b9dfb65b2104dae0c8660d4a881938
tests/basic_c_llvm_vector_abi.c	subject	supported-object-zero-fallback	650	d1f96754d25f9e20221dcc1add72f19d343b08c8dfb0597ae634ae27677e8188
tests/basic_c_llvm_vector_abi_main.c	subject	supported-object-zero-fallback	1511	69f2b157c47e89c7c6b5b466811639c9f9ac81b6c36da5fc1eebc2c07daf0d9f
tests/basic_c_local_aggregate_copy.c	subject	supported-object-zero-fallback	2474	c08cd5d083318dfa97ab289dc0a65584f1374c2533a8f4bb3f93cf6154d353e0
tests/basic_c_local_enum_declarator.c	subject	supported-object-zero-fallback	1609	1ad4fa0ef8863128c958f72859044a51aba67a2de1c51263a5a3025643837746
tests/basic_c_local_promotion.c	subject	supported-object-zero-fallback	3189	b9c00d24d6de5111e66bd9e153c992655d986942ffa3bbac52e5f9166af94ab4
tests/basic_c_local_struct_suffix_attribute.c	subject	supported-object-zero-fallback	1553	a8f51a897dc3daa2c85ff16fd0fdf28e455b6231cef2f6442434c4bb072ef137
tests/basic_c_local_typedef_attribute.c	subject	supported-object-zero-fallback	2207	b25f6acf383b95452d7a652f7383922f056dff0104cc9df838693340e9814d6f
tests/basic_c_local_typedef_scope.c	subject	supported-object-zero-fallback	1663	88e45d39c8ea210258d597f9d7e9ce49234b398105b1413831ad706f4f408459
tests/basic_c_long_double_aggregate.c	subject	supported-object-zero-fallback	8088	3275fb843bcee4c98c1bac072bb7b37f94018c71bed903ff940acaac79117cf8
tests/basic_c_long_double_aggregate_callee.c	subject	supported-object-zero-fallback	2138	fb9b602f99bc6915f5bbcb62b43caf69907a885c5f2d734b220ab1f0119bdcd3
tests/basic_c_long_double_aggregate_caller.c	subject	supported-object-zero-fallback	3261	b3cb6f0cda64d6012f73c93dd3d258c076c29348f93baed6968c2757458b7cb2
tests/basic_c_long_double_arithmetic.c	subject	supported-object-zero-fallback	7614	8c8f78657426f6b05b6920175a28073c6c105540b157e8b15bf29e8ba943faf2
tests/basic_c_long_double_static_initializer.c	subject	supported-object-zero-fallback	11868	5d14271ad09efaba156092bf27482bf9ea5b3eb5341f579eb20059561074b551
tests/basic_c_long_double_static_special.c	subject	supported-object-zero-fallback	17792	6e4cd94ad542b515601d387276f71ba56dd76e0006362cc4869f1ae37180eca5
tests/basic_c_lowered_alignment_frame.c	subject	supported-object-zero-fallback	3570	33ce16385020dc567835bfb02096f87510a1dfac58f60e59d18552b524717abb
tests/basic_c_mach_unwind_host.c	subject	supported-object-zero-fallback	125	22686f2be2af457186ab93fd9ab3f203d50e3e640b44a3ba69889b38462931b2
tests/basic_c_mach_unwind_subject.c	subject	supported-object-zero-fallback	159	bc8f3c1523439ab0021095273413743e718bf5eabf494a8ad12a02a0b0825d90
tests/basic_c_machine_alias.c	subject	supported-object-zero-fallback	23045	e25d83e55ec13218ed1a595acdb6baa1168d4f4f0cd2b9a4203cd62785fcb48f
tests/basic_c_machine_fallback_signature.c	subject	supported-object-zero-fallback	326	3c85bed1ec09b3cda362cd6d6a48a25e69149e049a0d0c88cec37f7d45b7639b
tests/basic_c_machine_fallback_wide_signature.c	subject	supported-object-zero-fallback	344	d99c52cbde4cb087e055b14f55a88c9a2a229595bd6e9d55c6935fab48d87113
tests/basic_c_machine_float.c	subject	supported-object-zero-fallback	2619	02497c3f90d84ae8a80939cb904c3644f94c3efcc15f83d8770b0caa9be8599c
tests/basic_c_machine_literals.c	subject	supported-object-zero-fallback	2688	e6a9b60ca86b5de3d6244d47bcac68420101475cc2303d4e35f6057445ed6b5a
tests/basic_c_machine_stack_args.c	subject	supported-object-zero-fallback	1810	40ab917732ce8796343da1e03b398869882b1012f4c26fe5ba816e2f6dc6f0ad
tests/basic_c_macro_comment_bitfields.c	subject	supported-object-zero-fallback	779	a8b34e1ff38b82a6f052a3d5ee2f618a0fcb14763d01e53a07fc04eca1fc6649
tests/basic_c_macro_empty_paste.c	subject	supported-object-zero-fallback	2435	6aeb0f170a61e5f8de26662c1e1677418836976f5d48bab76b96c9b189423d56
tests/basic_c_macro_options.c	subject	registered-non-object-control	660	9e2a324abafbbe1b94ebc2dad8746ce04f711773f5f1ad2e6fd8c0b607fcfc81
tests/basic_c_macro_self_reference.c	subject	supported-object-zero-fallback	3752	0d6b67b8f081cd5a3d2600cef8e3898b9a813975f30e90c1558378d575eae5d1
tests/basic_c_macro_task_batches.c	subject	supported-object-zero-fallback	1927	ab7c10f28f105c012f3624b624193c5e37da51b59350d71f355b48f565fb62e0
tests/basic_c_main_implicit_return.c	subject	supported-object-zero-fallback	2995	31c4ac8adfa5da0c9c317fcec4cd9eb7b855ef34630242a08b98422728b30939
tests/basic_c_main_return_flush.c	subject	supported-object-zero-fallback	1405	351c50ff27600b25bf3277a288ce92475b43588518d44608c76bfef30f18112c
tests/basic_c_many_native_arguments.c	subject	supported-object-zero-fallback	4772	1f22ed6487833255c76c059535035236234756e32e7acf98b5acdd2a22353129
tests/basic_c_member_chain_place.c	subject	supported-object-zero-fallback	7947	83e31b1631b066cc5e1d9ce7e4adf0bd5491cbe193540c3cb47d57c715c4cd72
tests/basic_c_multi_add.c	subject	supported-object-zero-fallback	65	4b757ab4c6b498e335ad7bb3e835f6cd692f4dfbf2ac99d3ee228680469c47da
tests/basic_c_multi_main.c	subject	supported-object-zero-fallback	93	849d00b1f599f4cd7aa6ec36df612dc9f76970adac06e05a15fde46c0b9a4a28
tests/basic_c_narrow_argument_abi.c	subject	supported-object-zero-fallback	3961	1ec0cc4a43d093c3218c842fbff8b97d09a19ab674ee90bf139a93acfd3413ad
tests/basic_c_narrow_frame_load.c	subject	supported-object-zero-fallback	624	7c47a8a5ebd0d77607ce643046d2ea98468f4535f07364ad5f4e300d885f0f2d
tests/basic_c_narrow_place_update.c	subject	supported-object-zero-fallback	1699	9508fc7e9c1002cac3fff6d6b84aa085f6d528e4fe3009ca9daf473ab5020603
tests/basic_c_negative_constant_widening.c	subject	supported-object-zero-fallback	3643	f535d89f68395f1728dd468c7ef41fb0e76b9a17aad990b8c0923782007a9a48
tests/basic_c_nested_aggregate_scalar.c	subject	supported-object-zero-fallback	541	5b07a51530c25c52a891ab5b635c74d87546a0a83419d6e4eca93312577bf7cd
tests/basic_c_nested_control_substatement.c	subject	supported-object-zero-fallback	3139	78e8e513b527514633b22f88c4da18a389e6448793a4ff4542454cff5c0e4be4
tests/basic_c_nested_string_initializers.c	subject	supported-object-zero-fallback	1292	d91f5e4c2cc5d95751f50468e05a8a92fd64020b068d7060e6ab391b7adaae09
tests/basic_c_noreturn_call.c	subject	supported-object-zero-fallback	4796	3c356314213f4c1e9d3cb15bdd492e156f395b697cfec54ae1b80b75d7685130
tests/basic_c_noreturn_type.c	subject	supported-object-zero-fallback	6723	987baddb023198e5d8d2624048ba0d804240326c40cdc3464c4edec01ca2dc04
tests/basic_c_null_pointer_offsetof.c	subject	supported-object-zero-fallback	3998	bd45a3791237abf9422d50de5155e7ceb87517f2c2c5261d6d5ebd4c7683f3cf
tests/basic_c_nullptr.c	subject	supported-object-zero-fallback	1723	f9b2a922e26983d52e3740f2cba59c1d87849274c59d88f2bdb6804659313b0d
tests/basic_c_offsetof_subscript.c	subject	supported-object-zero-fallback	2103	33bbed80b1e09c40cac0caece57cdf7dcfb36e246eac61462551d719238753f4
tests/basic_c_opaque_tag_cast.c	subject	supported-object-zero-fallback	2720	283c031e1e99ee15a301119cab64bf9f91b410b84141654d84fecf8cca71360b
tests/basic_c_operations.c	subject	supported-object-zero-fallback	21042	7f930ebda53ab297b4c98fa564d4d052f169e227f9c1f98bd2aa90a22b861111
tests/basic_c_overaligned_stack_callee.c	subject	supported-object-zero-fallback	3717	71d94b7ef9f46942adc119c25cb0eea591bf004528b0dfca747c8c913af673a9
tests/basic_c_overaligned_stack_caller.c	subject	supported-object-zero-fallback	3618	58479dd6620352c5263e60ea9892e63bb6a6870170fc578a56c37f90f4e01130
tests/basic_c_overaligned_stack_observe.c	subject	supported-object-zero-fallback	297	f0d69f26fb9f4d11ac2696cd97cbb40ea07220061d60e3c9877b61d8a0a6c131
tests/basic_c_overaligned_stack_shapes.h	support-file	dependency-only	1370	67326e3d7c96d41ccc4b33dca10b69b175544588bc99fc475b48b9134224a2aa
tests/basic_c_packed_layout.c	subject	supported-object-zero-fallback	88604	afa5f5328685e42da2f16519525738f996873b0efe926b20ca8efca3ba96d104
tests/basic_c_packed_layout_callee.c	subject	supported-object-zero-fallback	9048	e936ddd1f6ad13495d1463bb7e03235bc458dae4c5ac59d01cc591e54e3c3c24
tests/basic_c_packed_layout_caller.c	subject	supported-object-zero-fallback	10196	fa66d092727492c861316227775e3be4988e175beadf44bb220d10cc3a183267
tests/basic_c_packed_layout_shapes.h	support-file	dependency-only	10427	bc0775da970ce43382cdc9a56afdf2783c87c88a69f948c0d1555c9492c7c060
tests/basic_c_parameter_alignment.h	support-file	dependency-only	846	0864a696ae2ed4b128cd6ea1b73bbd9c814cc25d4ae7f0b94558faadbcfaf31d
tests/basic_c_parameter_alignment_callee.c	subject	supported-object-zero-fallback	1120	0acb3f9c053439b10e280e136783a900efc99a438e11045a556f86a5c31eae29
tests/basic_c_parameter_alignment_caller.c	subject	supported-object-zero-fallback	554	e0bd22c7fea6e7108b3df37ce4c2ee200886b398ab5adeb4f556f4e22be9fd2c
tests/basic_c_parameter_alignment_observer.c	subject	supported-object-zero-fallback	356	4573471a4a5c68a06c2d0e41aa23d4cbc3c6f92ee13057025cb0df88bd3fc503
tests/basic_c_parenthesized_string_initializer.c	subject	supported-object-zero-fallback	552	5d50d4e59ad9b9d18573f381a3a494ca3c47e8eb8036cbb8a9adc0ee5b9e42bf
tests/basic_c_partial_guard_include.h	support-file	dependency-only	113	08bdb3bd5e5409b502efb2cf4b7b8eca88297c33237be45dc7b9c340e5329f7f
tests/basic_c_pic.c	subject	supported-object-zero-fallback	1705	35919f8ee6c9d1bc305f5b94ecab43f64858f7f808c8bb328f6685497bf8e6ec
tests/basic_c_pic_model.c	subject	supported-object-zero-fallback	1118	c6e3af6d7e4fc297dcc861f81624554111c18acd462c0cecdfa32b8474a4d6f5
tests/basic_c_plain_char_literal_sign.c	subject	supported-object-zero-fallback	1007	99b79d1df3886812b37d9a22a34fb338397a9c15d3560f5be077aced9ee30bd4
tests/basic_c_pointer_array_initializers.c	subject	supported-object-zero-fallback	1624	903094efb1e24230bf783232a06a6943c9d095a47970ce2cc76ec34d77301655
tests/basic_c_pointer_index_address.c	subject	supported-object-zero-fallback	1960	7518c5b383018d335ece3ec79e6712cfe5afebf68089e14130d4772a4ca7dcf7
tests/basic_c_pointer_to_array_place.c	subject	supported-object-zero-fallback	5072	81cf37ccfd2697af43fa43dfca928437ef24b58a4b48cc4b653efd379d5b5f82
tests/basic_c_pointer_to_vla.c	subject	supported-object-zero-fallback	4869	26fe3bb7cb9cb7a919d49563a26687c3604a631644acd0638b05ca9536f96c3c
tests/basic_c_predicate_bank.c	subject	supported-object-zero-fallback	878	16c2a225a704db51239cfb34bfbf98a214c1af038ecdad0a8c1ea0d9afbff432
tests/basic_c_prefix_increment.c	subject	supported-object-zero-fallback	303	eff73b0e702e093e1af0770be1d7fd3d86f59e85d95735cf4d717fdef21d8e2f
tests/basic_c_prefix_update_stepping_pointer.c	subject	supported-object-zero-fallback	530	48e6568bcd16b4a27de68da128b4c926ecde05a17da3c6592a56c73b4b78ce59
tests/basic_c_preprocess_backslash.txt	support-file	dependency-only	23	939285926953b5bd78372e03b3ba247b5d7d55d88a73cf024909bf8ca318fbca
tests/basic_c_preprocess_boundaries.h	support-file	dependency-only	20	5f6f40752289b06181903cb06962f519078cfd5df574167c4a6cf564bb8f011d
tests/basic_c_preprocess_boundaries.txt	support-file	dependency-only	516	4fb27b9ae9611f8641c1ff10f8eeaa413d2a14f29b2c2facbcd034b2a53ec7b7
tests/basic_c_preprocessor_error.c	negative-diagnostic-fixture	registered-rejection-control	111	2b894defcdd2cb05fd7406e8d84e6986602a7113ee2f4fdab2e97d09df04bf2b
tests/basic_c_preprocessor_short_circuit.c	subject	supported-object-zero-fallback	1617	d8997cb75e5056af3c54e14a3b1fc72b94a0c34cca7ecc020cbd74a3277da3ef
tests/basic_c_preprocessor_warning.c	subject	supported-object-zero-fallback	127	d98e4b5faf66516df4b619cd74308c446d2fe226d55392c775b60e998589b2e3
tests/basic_c_preprocessor_warning_include.c	subject	supported-object-zero-fallback	81	90c29405003ca4cbccbe16a2c7c4a8c30174cb2f2f1f29b7129066bf235e4f20
tests/basic_c_preprocessor_warning_include.h	support-file	dependency-only	1885	51562b0a3aaab28ad14dc1182fda88606c9ad01024bdd3df97e1cc3cbbdb0e6e
tests/basic_c_preprocessor_warning_second.c	subject	supported-object-zero-fallback	69	09f7a9d231c649a46fae6edd563ffe30c5eb4d8bf4bbe0e2786a25390a55cb31
tests/basic_c_qualified_aggregate_call.c	subject	supported-object-zero-fallback	235	b0135245d6cfb35248b605459131cd6466c875ff56e61bb466a3198cb2113c02
tests/basic_c_qualified_compound.c	subject	supported-object-zero-fallback	1396	4ebeb6422fb4bbf6163d0d7f86749b7e1c297a48a5f5ae96b7dca7b68092dc46
tests/basic_c_register_pressure.c	subject	supported-object-zero-fallback	4343	d141414200c2831648d05f3df20eda8ed13bef809045551b5c884a1e93b25cbd
tests/basic_c_register_variable.c	subject	supported-object-zero-fallback	3813	5cc525d37616ab86625fa22e76738072a925a5f5eae137fb4d3ed886027806ac
tests/basic_c_reversed_subscript.c	subject	supported-object-zero-fallback	3462	a3efa8ad8e4c1669525f88f6aa348b47c34986bc9f9ad49024a518198efd55e7
tests/basic_c_sbase_declarations.c	subject	supported-object-zero-fallback	4617	d1ded33438f70f4df402929bb2536e23f15078d6d040100a64241da0de2d6563
tests/basic_c_sbase_expressions.c	subject	supported-object-zero-fallback	4938	fc14e6b09aad6ee0af54e5548901050da575e86aa46afc5fc4bc0c40b463c594
tests/basic_c_self_referential_initializer.c	subject	supported-object-zero-fallback	1483	f0e7398ce0bac283265f1def0b744f2587c1c32fdfb3eaf74766f34ff5562507
tests/basic_c_shared_address_facts.c	subject	supported-object-zero-fallback	2224	a4831213fff70c9fffdf0f16d0547e9992aa2659c690b549b09b598b6123454d
tests/basic_c_shift_operand_types.c	subject	supported-object-zero-fallback	1631	1f9223d458285a346816f305c2b976afdbc16c96a440d1a0c5a03c5beef2fc66
tests/basic_c_signbit_images.c	subject	supported-object-zero-fallback	607	947d8f893557e2140b0ad405f727a67a7397e92f1cbcf7cf1ca0f8f4a0f3defe
tests/basic_c_simd.c	subject	supported-object-zero-fallback	21232	51db4771299701fda73a9e33e4c9f00a443ff268edefbc4166f0bd78088bbd91
tests/basic_c_simd_translate.c	subject	supported-object-zero-fallback	7144	76c1e91820227dcad6fd44a1ed159db4581006f86b6ba673f3834a13b5647d81
tests/basic_c_sizeof_anonymous_aggregate.c	subject	supported-object-zero-fallback	837	9c8ecbb218f349dcc77f08c6b81168cb8142ff4a2b6667c38dee7a5e52ddc7db
tests/basic_c_sizeof_call_array_bound.c	subject	supported-object-zero-fallback	1945	2f5ce3dc21f53d990017f04441d487036569c04045e787d66f68cf053262644b
tests/basic_c_sizeof_compound_literal.c	subject	supported-object-zero-fallback	7366	923e980b8578cb1598ac9b21e94474dd868e2b7f6c7b22b93b65db6b2bd7b677
tests/basic_c_sizeof_function_designator.c	subject	supported-object-zero-fallback	5034	0a8a8b891bef644e1e83608e923feca19bfa877778fc74a7c3422d49c63cd183
tests/basic_c_sizeof_missing_member.c	negative-diagnostic-fixture	registered-rejection-control	1222	61bdca6ef14e039a16c3149b725fa9be53126fe345fa7c9a4e7e3f8887d4eb70
tests/basic_c_sizeof_parenthesized_type.c	negative-diagnostic-fixture	registered-rejection-control	943	1be3bfc0493ae0f8a0c21f3b9a662c987a5724af8edcdd969c709f7377e7c4b5
tests/basic_c_sizeof_unevaluated.c	subject	supported-object-zero-fallback	2469	42324d01794629b78c07002f06daf086fb85af99c1f8c539d87f22d0bb98b3c3
tests/basic_c_spin_pause_builtin.c	subject	supported-object-zero-fallback	846	d2bab5b43ef4572db64d37b73fb2deda732269e76cafa5d2239273bf78713259
tests/basic_c_statement_expression.c	subject	supported-object-zero-fallback	6790	ae46df2c9ae1b1da66e4a649522cd1f8f6d6b4972805ad551f4347b358548b73
tests/basic_c_statement_expression_condition.c	subject	supported-object-zero-fallback	3055	e5c9346607c5c51d67af9e616f02427501de500923366686c15cb5044426bbca
tests/basic_c_statement_expression_value.c	subject	supported-object-zero-fallback	7947	ec048d1fa2fe94b57df630947b86f0f1fb1206e7bd135b94778fb8f2003fef7d
tests/basic_c_static_aggregate_member.c	subject	supported-object-zero-fallback	374	56f254b6c124d05426eef4cd45e8e0ac3a287f308600983d1f2bdfe6d3bdeae2
tests/basic_c_static_array_parameter.c	subject	supported-object-zero-fallback	1019	8600c347dbe3dd4e733d84f1048ac20abe6e40b0bc8cd99130cf4b271b483ea6
tests/basic_c_static_array_parameter_def.c	subject	supported-object-zero-fallback	1355	b10987a21a850214581cd8b85fc174186aeeedff42812a4988cbc8bb727c47bf
tests/basic_c_static_assert_shadowed_typedef.c	subject	supported-object-zero-fallback	495	7369a76bd42a07bf2be9279dd9dcc2cf50732f08e70dd23658b5871c97fae904
tests/basic_c_static_compound_literal.c	subject	supported-object-zero-fallback	11050	a366d1d8315abb8c56dc21fa55d3cef1b1532e3e48f3c3b42a7daf94d608fda5
tests/basic_c_static_float_literal.c	subject	supported-object-zero-fallback	3095	3cdc67e3fdd5b208351fb6f8decf41eb1278719da4269a4bc84cf1c8c370f7b9
tests/basic_c_static_local.c	subject	supported-object-zero-fallback	7167	e3e7ea3d3be4e20de920d191369a49d4d846667b11f99beeb16757c2c837b189
tests/basic_c_static_local_member_address.c	subject	supported-object-zero-fallback	1442	acf724db0f8664917c9793a004f1df804a8563c83c098b20a0c47d47bc5eb581
tests/basic_c_static_pointer_subtraction.c	subject	supported-object-zero-fallback	1725	f7a053d4f6b2e528f489bbad505f6263fb083fedd223bce0ca7cb2ddbcb2c331
tests/basic_c_stb_regressions.c	subject	supported-object-zero-fallback	3857	b11221bba4ae7091a483df8219569add8b080c44853968536725faa26fb00b2a
tests/basic_c_stdatomic.c	subject	supported-object-zero-fallback	711	7f22892f44c3a03f21eeddd54a800774890781d7f920d4b6354cb7464e32c39c
tests/basic_c_string_concat.c	subject	supported-object-zero-fallback	3957	07f3a19b7ef59f72b2c90479936fac1669511e6dff413ed266754be8140a9a5d
tests/basic_c_stringify_spacing.c	subject	supported-object-zero-fallback	4008	b0f278eeb609a210dd95417aaaf9a8b355fb85f018b3bf11c7948f4af1883c7a
tests/basic_c_switch_case_blocks.c	subject	supported-object-zero-fallback	2520	418d84ee09a2315cfb5b84323b1c2ebeb8ece736d48ba52034e94da19a1c4141
tests/basic_c_switch_case_label.c	subject	supported-object-zero-fallback	4975	a943f401bd8ad9fb292948d6dac436e741b28631dab9e81699230919f47ac7be
tests/basic_c_sysv_bitfield_policy.c	subject	supported-object-zero-fallback	728	922cc1edde2407365889992fa584203da0597000e6b1de1a0e516d31f7b80e32
tests/basic_c_sysv_sseup.c	subject	supported-object-zero-fallback	2205	b592e84cd297f183b834870367eb181c9a3182e3059899d7977975b45eb81129
tests/basic_c_sysv_va_list.c	subject	supported-object-zero-fallback	5518	8618785361502a916bd764db5f9cd3542fd5e36cf7a5649a70c77577879e223b
tests/basic_c_target_headers.c	subject	supported-object-zero-fallback	336	e215d6889d721ca04f234c5599d7b56f39abd7bedd0d7a491e99e35aad0fd18b
tests/basic_c_thread_local.c	subject	supported-object-zero-fallback	335	50a5e3999c4758f8ad8856d76d806ca57c0f1370c2bf41441866b116c0edd405
tests/basic_c_thread_local_models.c	subject	supported-object-zero-fallback	3172	ad6d7e6a1501bd843782d83dda3ebf09a246b096720cb79e7d92c3363a75cef4
tests/basic_c_thread_local_models_extern.c	subject	supported-object-zero-fallback	466	d8dcfe4639db5bacaaa0f931ee9e89fb315553aa9ef2e06cffcbcbce1ece8fc1
tests/basic_c_tied_operand_reused_source.c	subject	supported-object-zero-fallback	974	0b5995f557fd8fd85fb0ceff80bd9eebc58642e78b0cc1f57d3e354e4555b360
tests/basic_c_transparent_union.c	subject	supported-object-zero-fallback	901	6f97040499b9b335f89d5b143957136a3b5f0693e9c0ec440bc77c980da49cf1
tests/basic_c_type_generic_math.c	subject	supported-object-zero-fallback	5058	bda057131858795c7a265f0e7fd9c886945621cfaa9da9b2bc642af4e8dea355
tests/basic_c_typeof.c	subject	supported-object-zero-fallback	1722	e843a8fef77c123a8c72aa13caeffaefb859e32b22ac9b70c318ad994d1c9f57
tests/basic_c_typeof_address_member.c	subject	supported-object-zero-fallback	878	ffd49b3205c1ddc06a64bab015d795d0c3a6a4ec1921d8b339c7e7c3d34c8399
tests/basic_c_typeof_cast_member.c	subject	supported-object-zero-fallback	1140	63d7b68edff51508f69cef5f06198ca8e8d0e776478f6274afec9df0b96c7492
tests/basic_c_typeof_comma_base.c	subject	supported-object-zero-fallback	762	305b34381b401b3d1e737c9255e2cac1d2d938cb3b9e11e980448fcb556dadd8
tests/basic_c_typeof_conditional.c	subject	supported-object-zero-fallback	5531	cc239752d47440825afa2bb52f757375c27a94a42ac5e85d3831dc21f1c36193
tests/basic_c_typeof_declaration.c	subject	supported-object-zero-fallback	3808	dc05c584585e6e9ffc24d1446817a1609a4aeea1be75c3c18bd0088220ee5b7e
tests/basic_c_typeof_expression_frames.c	subject	supported-object-zero-fallback	1903	4594e7c4f3eaa3e524c0967cf1a7e3ecda8468f75395370aa85863a0ff0d3d13
tests/basic_c_typeof_update_operand.c	subject	supported-object-zero-fallback	979	30b951bf38dd8a28e854b0069b57b0f584fdd997f89d35df01dc8413f719f63d
tests/basic_c_ucontext.c	subject	supported-object-zero-fallback	2017	8501d7fcc19bca69430f2975bd4000d5d035eb2caad296d98a7930e22da8aeea
tests/basic_c_uefi.c	subject	supported-object-zero-fallback	1179	e56606c198aba3b464e9466fad09defe80afdea14076b19262f16b489f528e8c
tests/basic_c_uefi_archive_main.c	subject	supported-object-zero-fallback	313	d3910da36109406599ef92f233f26f0298a84d975b9b77bd54c2892cb726bffd
tests/basic_c_uefi_archive_member.c	subject	supported-object-zero-fallback	94	df4555aa7ddccfb6d5d00cd4d4f412ccd738ff28b44e4872d236334ba24cac9b
tests/basic_c_union_designator_merge.c	subject	supported-object-zero-fallback	1384	094105105ea7da737dfe8d5f135d9b4f3260262c71453cfc3e2a9058f080a00f
tests/basic_c_unnamed_initializer_members.c	subject	supported-object-zero-fallback	2789	27b8b8027466519d065a5699dbd5a8453aa7d7ded0f2fdf0827c7f5dc4ff8900
tests/basic_c_unparenthesized_sizeof_initializer.c	subject	supported-object-zero-fallback	3135	8c76ad10bc602aad0e8c4e875f79259eaa8e4883881c2158005c6a91c9021b76
